Key;Nieuw Wetboek van Strafvordering
314-1-0-0;4.2.28, 1, 3 en 4
314-2-0-0;4.2.28, 2
314a-1-0-0;vervallen (mvt)
314a-2-0-0;vervallen (mvt)
315-1-0-0;"4.2.49, 1; 4.2.50, 2 en 3"
315-2-0-0;4.2.49, 1
315-3-0-0;4.2.49, 2
316-1-0-0;4.2.51, 1
316-2-0-0;"4.2.20, 3; 4.2.51, 3"
316-3-0-0;4.2.51, 4
317-1-0-0;4.2.53, 1
317-2-0-0;4.2.53, 3
317-3-0-0;4.2.53, 4
318-1-0-0;4.2.54, 1
318-2-0-0;4.2.54, 2
318-3-0-0;4.2.54, 3
319-1-0-0;4.2.57, 1 en 2
319-2-0-0;4.2.57, 3
319-3-0-0;4.2.57, 4
320-1-0-0;4.2.58, 1
320-2-0-0;4.2.58, 2
320-3-0-0;4.2.58, 3
322-1-0-0;4.2.59, 1
322-2-0-0;4.2.59, 2
322-3-0-0;4.2.59, 3
322-4-0-0;4.2.59, 4
324-1-0-0;4.2.61, 1
324-2-0-0;4.2.61, 2
325-0-0-0;59994
326-1-0-0;"4.2.68, 1; 4.2.69, 2"
326-2-0-0;"4.2.68, 1 en 2; 4.2.69, 2"
326-3-0-0;"4.2.68, 3; 4.2.69, 2"
326-4-0-0;"4.2.68, 3; 4.2.69, 2"
327-0-0-0;4.2.69, 1 en 3
327a-1-0-0;"4.2.69, 1; 4.2.70, 2"
327a-2-0-0;vervallen (mvt)
327a-3-0-0;"4.2.69, 1, a en b; 4.4.8, 1"
327a-4-0-0;4.2.70, 3
328-0-0-0;4.2.6, 1
329-0-0-0;4.2.7, 1 en 2
330-0-0-0;vervallen (mvt)
331-1-0-0;"4.2.8, 1; 1.4.20, 1"
331-2-0-0;4.2.8, 2
332-0-0-0;"4.2.18, 1; 4.4.3"
333-0-0-0;4.4.4
334-1-0-0;4.4.5, 2
334-2-0-0;4.4.5, 3
334-3-0-0;4.4.6, 1 en 2
335-0-0-0;4.4.7, 2
338-0-0-0;4.3.7, 1 en 2
339-1-0-0;4.3.8, 1
339-1-0-1;4.3.8, 1, f
339-1-0-2;4.3.8, 1, a
339-1-0-3;4.3.8, 1, b
339-1-0-4;4.3.8, 1, c
339-1-0-5;4.3.8, 1, d
339-2-0-0;4.3.8, 2
340-0-0-0;4.3.9, 5
341-1-0-0;4.3.9, 1
341-2-0-0;4.3.9, 4
341-3-0-0;vervallen (mvt)
341-4-0-0;4.3.10, 1
342-1-0-0;4.3.9, 2
342-2-0-0;4.3.10, 2
343-0-0-0;4.3.9, 3
344-1-0-0;vervallen (mvt)
344-1-0-1;vervallen (mvt)
344-1-0-2;vervallen (mvt)
344-1-0-3;vervallen (mvt)
344-1-0-4;vervallen (mvt)
344-1-0-5;vervallen (mvt)
344-2-0-0;4.3.10, 3
344a-1-0-0;4.3.11, 1
344a-2-0-0;vervallen (mvt)
344a-2-a-0;vervallen (mvt)
344a-2-b-0;vervallen (mvt)
344a-3-0-0;vervallen (mvt)
344a-3-a-0;vervallen (mvt)
344a-3-b-0;vervallen (mvt)
344a-4-0-0;vervallen (mvt)
345-1-0-0;4.2.65, 1 en 2
345-2-0-0;4.2.66, 2 en 3
345-3-0-0;4.2.66, 1
345-4-0-0;4.2.66, 4
345-5-0-0;4.2.65, 3
345-6-0-0;4.2.65, 4
346-1-0-0;4.2.67, 1
346-2-0-0;4.2.67, 2
346-3-0-0;4.2.67, 3
347-1-0-0;4.2.67, 2
347-2-0-0;4.2.67, 3
348-0-0-0;4.3.1
349-1-0-0;4.3.2
349-2-0-0;vervallen (mvt)
349-3-0-0;vervallen (mvt)
350-0-0-0;4.3.3
351-0-0-0;4.3.4, 1
352-1-0-0;4.3.5, 1
352-2-0-0;4.3.5, 2
353-1-0-0;4.3.17, 1
353-2-0-0;4.3.17, 2
353-2-a-0;4.3.17, 2, a
353-2-b-0;4.3.17, 2, b
353-2-c-0;4.3.17, 2, c
353-3-0-0;4.3.17, 3
353-4-0-0;4.3.17, 4
354-1-0-0;4.3.18, 1
354-2-0-0;4.3.18, 2, a
354-3-0-0;4.3.18, 3
354a-1-0-0;4.3.19, 1
354a-2-0-0;4.3.19, 2
355-1-0-0;vervallen (mvt)
355-2-0-0;vervallen (mvt)
356-1-0-0;vervallen (mvt)
356-2-0-0;vervallen (mvt)
356-3-0-0;vervallen (mvt)
357-1-0-0;4.3.20, 1
357-2-0-0;4.3.20, 2
358-1-0-0;4.3.21, 1
358-2-0-0;4.3.21, 1
358-3-0-0;4.3.22, 2
358-4-0-0;4.3.25, 1
358-5-0-0;vervallen
359-1-0-0;4.3.20, 3
359-2-0-0;4.3.22, 3
359-3-0-0;4.3.23, 1 en 2
359-4-0-0;4.3.25, 4 en 6
359-5-0-0;4.3.25, 2
359-6-0-0;4.3.25, 7
359-7-0-0;4.3.25, 5
359-8-0-0;vervallen
359a-1-0-0;vervallen (mvt)
359a-1-a-0;4.3.13, 1
359a-1-b-0;4.3.14, 1
359a-1-c-0;4.3.15, 1
359a-2-0-0;vervallen (mvt)
359a-3-0-0;algemene regeling B4T3.5
360-1-0-0;45385
360-1-0-0;4.3.24, a
360-1-0-0;4.3.24, c
360-1-0-0;4.3.24, d
360-1-0-0;4.3.24, d
360-2-0-0;4.3.24, e
360-3-0-0;vervallen
360-4-0-0;vervallen
361-1-0-0;4.4.7, 1
361-2-0-0;1.5.11, 1
361-2-a-0;1.5.11, 1, a
361-2-b-0;1.5.11, 1, b
361-3-0-0;1.5.11, 2
361-4-0-0;4.4.7, 2
361-5-0-0;53114
361-6-0-0;4.4.7, 2
361a-0-0-0;4.4.11, 1 en 2
362-1-0-0;4.3.26, 1
362-2-0-0;4.3.26, 2
362-3-0-0;4.3.26, 3
363-1-0-0;4.3.27, 1
363-2-0-0;4.3.27, 2
363-3-0-0;4.3.27, 3
364-1-0-0;46846
364-2-0-0;5.2.7, 2
365-1-0-0;47211
365-2-0-0;1.2.8, 2 en 5
365-3-0-0;"4.3.30, 1 en 6; 4.4.7, 5"
365-4-0-0;48307
365-5-0-0;4.3.30, 6
365-6-0-0;"4.3.30, 1; 4.3.31, 1"
365-6-a-0;4.3.31, 1, a
365-6-b-0;4.3.31, 1, b
365-6-c-0;4.3.31, 1, c
365-6-0-0;4.3.30, 3
365-7-0-0;47211
365a-1-0-0;45019
365a-2-0-0;4.3.23, 3
365a-3-0-0;4.3.23, 4
365b-1-0-0;4.3.23, 4
365b-2-0-0;4.3.30, 8
365c-1-0-0;4.3.25, 5
365c-2-0-0;4.4.8, 2
365c-3-0-0;"4.3.23, 4; 4.3.30, 8"
366-1-0-0;4.3.30, 1
366-2-0-0;4.3.30, 2
366-2-a-0;4.3.30, 2, a
366-2-b-0;4.3.30, 2, b
366-2-c-0;4.3.30, 2, c
366-3-0-0;4.3.20, 1, 2 en 3
366-4-0-0;4.3.31, 1
366a-1-0-0;4.3.30, 1 en 5, a
366a-2-0-0;4.3.30, 2, 3 en 5
366a-3-0-0;4.3.30, 2, 3, 4 en 5
366a-4-0-0;4.3.30, 2, 3, 4 en 5
366b-1-0-0;"4.4.7, 5; 6.1.45"
366b-2-0-0;"4.4.7, 5; 6.1.45"
367-0-0-0;"1.2.5, 2; 4.5.1, 2"
368-0-0-0;4.5.2, 1
369-1-0-0;4.5.2, 2
369-2-0-0;"1.2.6, 1; 4.5.2, 2"
370-1-0-0;4.5.4, 5
370-2-0-0;3.2.1, 2
370a-1-0-0;vervallen (mvt)
370a-2-0-0;vervallen (mvt)
370a-2-a-0;vervallen (mvt)
370a-2-b-0;vervallen (mvt)
370a-2-c-0;vervallen (mvt)
370a-3-0-0;vervallen (mvt)
371-0-0-0;vervallen (mvt)
371-0-a-0;3.2.2
371-0-b-0;54093
371-0-c-0;"1.2.13, 1, d; 3.2.2"
372-0-0-0;4.5.6, 1
373-0-0-0;vervallen (mvt)
374-1-0-0;algemene regeling 4.2.31
374-2-0-0;"4.2.8, 2; 4.5.1, 2"
375-1-0-0;vervallen (mvt)
375-2-0-0;vervallen (mvt)
375-3-0-0;vervallen (mvt)
376-1-0-0;vervallen (mvt)
376-2-0-0;vervallen (mvt)
377-1-0-0;1.2.7, 1
377-2-0-0;1.2.7, 3
377-3-0-0;1.2.7, 2
378-1-0-0;4.5.8, 1
378-2-0-0;4.5.8, 2
378-2-a-0;4.5.8, 2, a
378-2-b-0;4.5.8, 2, b
378-2-c-0;4.5.8, 2, c
378-2-d-0;4.5.8, 2, d
378-3-0-0;algemene regeling 4.3.30
378-4-0-0;algemene regeling 4.3.30
378a-1-0-0;4.5.9, 1
378a-2-0-0;4.5.9, 2
378a-2-0-1;4.5.9, 2, a
378a-2-0-2;4.5.9, 2, b
378a-2-0-3;4.5.9, 2, c
378a-3-0-0;vervallen (mvt)
378a-4-0-0;4.5.9, 3
378a-5-0-0;4.5.9, 4
379-1-0-0;4.5.7, 1
379-2-0-0;4.5.7, 3
379-3-0-0;algemene regeling 4.3.30
380-0-0-0;4.5.7, 4
381-1-0-0;5.2.7, 2
381-2-0-0;5.2.7, 3
381-3-0-0;5.2.7, 3
382-0-0-0;4.5.3, 1
382-0-a-0;vervallen (mvt)
382-0-b-0;4.5.3, 1
382-0-0-1;4.5.3, 1, a
382-0-0-2;4.5.3, 1, b
382-0-0-3;4.5.3, 1, c
382-0-0-4;4.5.3, 1, d
382-0-0-5;4.5.3, 1, e
382-0-0-6;4.5.3, 1, f
383-0-0-0;4.5.4, 1
383-0-0-0;4.5.5, 1
383-0-0-0;4.5.4, 1
384-1-0-0;4.5.5, 2
384-2-0-0;4.5.5, 1 en 2
385-1-0-0;4.5.5, 1
385-2-0-0;4.5.5, 4
385-3-0-0;4.5.5, 5
385-4-0-0;4.5.5, 6
385-5-0-0;vervallen (mvt)
386-1-0-0;4.5.5, 7
386-2-0-0;4.5.5, 8
386-3-0-0;4.5.5, 8
387-0-0-0;algemene regeling 4.1.15, 1
388-1-0-0;4.5.5, 3
388-2-0-0;4.5.5, 3
390-1-0-0;vervallen (mvt)
390-2-0-0;vervallen (mvt)
390-3-0-0;vervallen (mvt)
391-0-0-0;vervallen (mvt)
392-1-0-0;4.2.15, 1
392-2-0-0;"4.3.30; 5.4..2"
393-1-0-0;4.5.5, 7 en 8
393-2-0-0;4.5.5, 7 en 8
394-0-0-0;"4.2.6, 1; 4.2.55, 1"
395-1-0-0;4.5.8, 1
395-2-0-0;4.5.8, 2
395-2-a-0;4.5.8, 2, a
395-2-b-0;4.5.8, 2, b
395-2-c-0;4.5.8, 2, c
395-2-d-0;4.5.8, 2, d
395-3-0-0;algemene regeling 4.3.30
395-4-0-0;algemene regeling 4.3.30
395a-1-0-0;4.5.9, 1
395a-2-0-0;4.5.9, 2
395a-2-0-1;4.5.9, 2, a
395a-2-0-2;4.5.9, 2, b
395a-2-0-3;4.5.9, 2, c
395a-3-0-0;4.5.9, 3
395a-4-0-0;4.5.9, 4
396-1-0-0;4.5.7, 1
396-2-0-0;4.5.7, 3
396-3-0-0;4.2.66, 4
397-0-0-0;4.5.7, 4
397a-1-0-0;5.2.7, 2
397a-2-0-0;5.2.7, 3
397a-3-0-0;5.2.7, 3
398-0-0-0;"4.5.1, 2; 4.5.3, 2"
398-0-0-1;vervallen (mvt)
398-0-0-2;4.5.3, 2, a
398-0-0-3;"3.2.1, 3; 4.5.3, 2, b"
398-0-0-4;vervallen (mvt)
398-0-0-5;algemene regeling 4.2.31
398-0-0-10;4.5.3, 2, c
398-0-0-14;4.5.3, 2, d
398-0-a-0;4.5.3, 2, d, 1¡
398-0-b-0;4.5.3, 2, d, 2¡
398-0-c-0;4.5.3, 2, d, 3¡
404-1-0-0;5.4.1, 1
404-2-0-0;5.4.1, 2
404-2-a-0;5.4.1, 2, a
404-2-b-0;5.4.1, 2, b
404-3-0-0;5.4.1, 3 en 4
404-4-0-0;vervallen (mvt)
404-5-0-0;vervallen (mvt)
406-1-0-0;5.4.3, 1
406-2-0-0;5.4.3, 2
407-1-0-0;5.4.4, 1
407-2-0-0;5.4.4, 2
408-1-0-0;5.4.2, 1
408-1-a-0;5.4.2, 1, a en c
408-1-b-0;5.4.2, 1, d
408-1-c-0;5.4.2, 1, e
408-1-d-0;5.4.2, 1, b
408-2-0-0;5.4.2, 3
408-3-0-0;vervallen (mvt)
408-4-0-0;5.4.2, 2
408-4-a-0;5.4.2, 2, b
408-4-b-0;5.4.2, 2, c
408-4-0-0;5.4.2, 2
408a-0-0-0;vervallen (mvt)
409-1-0-0;"5.4.6, 1; 5.4.10, 1"
409-2-0-0;5.2.9, 1 en 4
409-3-0-0;"5.4.6, 1; 5.4.17"
409-4-0-0;vervallen (mvt)
410-1-0-0;"5.4.7, 1 en 2; 5.4.10, 1; 5.2.5"
410-2-0-0;algemene regeling 1.8.1
410-3-0-0;5.4.7, 2
410-4-0-0;vervallen
410a-1-0-0;vervallen (mvt)
410a-2-0-0;vervallen (mvt)
410a-3-0-0;vervallen (mvt)
410a-4-0-0;vervallen (mvt)
410a-5-0-0;vervallen (mvt)
410a-6-0-0;vervallen (mvt)
410a-7-0-0;vervallen (mvt)
411-1-0-0;1.2.5, 1
411-2-0-0;5.4.43, 2
411-2-a-0;5.4.43, 2
411-2-b-0;5.4.43, 2
411-3-0-0;1.2.6, 1
411-4-0-0;1.2.7, 1
411a-1-0-0;5.4.9, 1
411a-2-0-0;5.4.9, 3
412-1-0-0;41033
412-2-0-0;5.4.15, 1
412-3-0-0;5.4.15, 2
412-4-0-0;vervallen (mvt)
413-1-0-0;5.4.15, 2
413-2-0-0;"5.4.15, 3; 5.4.36"
414-1-0-0;"1.8.4, 3; 5.4.11, 1; 5.4.14"
414-2-0-0;5.4.11, 1
414-3-0-0;5.4.15, 3
415-1-0-0;"5.4.16; 5.4.33"
415-2-0-0;43589
415-3-0-0;"algemene regeling B1T5.2; 5.4.15, 2"
416-1-0-0;5.4.18, 1 en 2
416-2-0-0;5.4.27, 3
416-3-0-0;5.4.27, 2, a
417-1-0-0;5.4.21, 1
417-2-0-0;5.4.21, 2
418-1-0-0;5.4.20, 2
418-2-0-0;5.4.20, 3
418-3-0-0;5.4.20, 3
419-0-0-0;44685
420-1-0-0;5.4.23, 1
420-2-0-0;"4.2.51; 5.4.16"
420-3-0-0;5.4.23, 2
420-4-0-0;vervallen (mvt)
421-1-0-0;5.4.34, 1
421-2-0-0;5.4.34, 2
421-3-0-0;5.4.34, 1
421-4-0-0;5.4.35, 1
421-5-0-0;54210
422-1-0-0;5.4.27, 1
422-2-0-0;46146
422a-1-0-0;5.4.28, 1 en 2
422a-2-0-0;5.4.28, 1 en 2
423-1-0-0;5.4.29, 1, 3 en 5
423-2-0-0;5.4.28, 3, a en 5
423-3-0-0;5.4.32, 5
423-4-0-0;"5.4.31, 1; 5.4.32, 1"
425-1-0-0;1.2.5, 2
425-2-0-0;5.4.46, 1
425-3-0-0;5.4.46, 1
425-3-a-0;5.4.46, 1
425-3-b-0;5.4.46, 1
425-3-c-0;5.4.46, 1
425-3-d-0;5.4.46, 1
425-4-0-0;5.4.46, 3
425-5-0-0;5.2.7, 3
426-1-0-0;5.4.46, 1
426-2-0-0;5.4.46, 3
426-2-a-0;5.4.46, 3, a
426-2-b-0;5.4.46, 3, c
426-2-c-0;5.4.46, 3, c
426-3-0-0;5.4.46, 3
426-4-0-0;5.4.46, 3
426-5-0-0;5.4.46, 1
427-1-0-0;5.5.1, 1
427-2-0-0;5.5.1, 2
427-2-a-0;5.5.1, 2, a
427-2-b-0;5.5.1, 2, b
427-3-0-0;vervallen (mvt)
427-4-0-0;vervallen (mvt)
428-0-0-0;5.5.2
429-0-0-0;5.5.3
431-0-0-0;5.5.12, 1
432-1-0-0;5.5.4, 1
432-1-a-0;5.5.4, 1, c
432-1-b-0;5.5.4, 1, d
432-1-c-0;5.5.4, 1, e
432-1-d-0;5.5.4, 1, b
432-2-0-0;5.5.4, 3
432-3-0-0;5.5.4, 2
432-3-a-0;5.5.4, 2, b
432-3-b-0;5.5.4, 2, c
432-3-0-0;5.5.4, 2
433-1-0-0;vervallen (mvt)
433-2-0-0;vervallen (mvt)
433-3-0-0;5.5.18, 1
433-4-0-0;algemene regeling 5.2.8, 1
434-1-0-0;"5.2.4, 1; 5.5.5, 1"
434-2-0-0;5.5.5, 2
434-3-0-0;vervallen
435-1-0-0;5.5.6, 1, 2 en 3
435-2-0-0;5.5.18, 1
435-3-0-0;5.5.6, 2
436-1-0-0;5.5.9, 1
436-2-0-0;5.5.9, 2
436-3-0-0;5.5.9, 3
437-1-0-0;5.5.7, 1
437-2-0-0;5.5.7, 2
437-3-0-0;5.5.18, 2
438-1-0-0;5.5.9, 1
438-2-0-0;5.5.8, 2
438-2-a-0;"5.5.8, 2; 5.5.10, 1"
438-2-b-0;5.5.18, 4
438-2-c-0;5.5.8, 2
438-2-d-0;5.5.8, 2
438-3-0-0;5.5.8, 2
439-1-0-0;5.5.10, 2
439-2-0-0;5.5.11, 2
439-3-0-0;5.5.10, 3
439-4-0-0;5.5.18, 5
439-5-0-0;"5.5.10, 4; 5.5.18, 6"
440-1-0-0;5.5.13, 1
440-2-0-0;5.5.13, 2
440-2-0-0;5.5.13, 2
440-2-a-0;5.5.13, 2
440-2-b-0;5.5.13, 2
440-3-0-0;vervallen (mvt)
441-0-0-0;vervallen (mvt)
442-1-0-0;41764
442-2-0-0;1.2.8, 2, 3 en 5
443-0-0-0;42129
444-1-0-0;5.5.16, 1
444-2-0-0;"5.5.16, 2; 5.5.18, 7"
444-3-0-0;"5.5.16, 2; 5.5.18, 7"
444-4-0-0;5.5.16, 3
445-0-0-0;algemene regeling 5.5.1
446-1-0-0;"1.8.12, 1 en 2; 2.5.60, 1; 2.10.70, 1 en 2; 6.5.12, 1
en 2"
446-2-0-0;vervallen (mvt)
446-3-0-0;6.5.12, 2
447-1-0-0;"5.6.2; 5.6.5, 1"
447-2-0-0;5.2.4, 1
447-3-0-0;"5.5.6, 1 en 2; 5.6.7"
447-4-0-0;"5.5.7, 1; 5.6.7"
447-5-0-0;"5.5.7, 2; 5.6.7"
447-6-0-0;5.6.7
447-7-0-0;5.2.4, 7
448-1-0-0;5.6.3
448-2-0-0;5.6.4
449-1-0-0;"5.2.1, 2; 5.2.2, 1"
449-2-0-0;5.2.2, 3
449-3-0-0;5.2.1, 2
450-1-0-0;5.2.2, 1 en 2
450-1-a-0;5.2.2, 2, a
450-1-b-0;5.2.2, 2, b
450-2-0-0;5.2.2, 2, b
450-3-0-0;5.2.2, 4, c
450-4-0-0;1.9.13, 3
450-5-0-0;1.9.13, 9
451-1-0-0;5.2.4, 1
451-2-0-0;5.2.4, 2
451-3-0-0;5.2.4, 1 en 4
451-4-0-0;5.2.4, 7
451-5-0-0;"5.2.8, 3; 5.2.4, 3"
451a-1-0-0;5.2.3, 1
451a-2-0-0;5.2.3, 2
451a-3-0-0;5.2.3, 4
451a-4-0-0;5.2.3, 3
451b-1-0-0;"2.10.72, 2; algemene regeling 5.2.1"
451b-2-0-0;algemene regeling 5.2.1
451b-3-0-0;algemene regeling 5.2.1
452-1-0-0;5.2.5, 1
452-2-0-0;5.2.5, 2
452-3-0-0;5.2.5, 1
452-4-0-0;5.2.5, 1
453-1-0-0;5.2.6, 1
453-2-0-0;5.2.6, 3
453-3-0-0;5.2.7, 1
454-1-0-0;5.2.6, 2
454-2-0-0;5.2.6, 3
454-3-0-0;"5.2.6, 2; 5.2.7, 1"
454-4-0-0;5.2.6, 2
454-5-0-0;"2.10.72, 2; algemene regeling 5.2.1"
455-1-0-0;5.2.9, 3
455-2-0-0;5.2.8
456-1-0-0;5.7.1, 1 en 2
456-2-0-0;5.7.1, 4
456-3-0-0;5.7.1, 3
456-4-0-0;5.7.1, 5
457-1-0-0;5.8.1, 1
457-1-a-0;5.8.1, 1, a
457-1-b-0;5.8.1, 1, b
457-1-c-0;5.8.1, 1, c
457-2-0-0;5.8.1, 2
458-1-0-0;5.8.2, 1
458-1-a-0;5.8.2, 1, a
458-1-b-0;5.8.2, 1, b
458-1-c-0;5.8.2, 1, b, 1¡
458-1-d-0;5.8.2, 1, b, 2¡
458-2-0-0;5.8.2, 2 en 6
458-3-0-0;5.8.2, 3
458-4-0-0;5.8.2, 4
458-5-0-0;5.8.2, 5
459-0-0-0;5.8.3
460-1-0-0;5.8.4, 1
460-2-0-0;5.8.4, 2
461-1-0-0;5.8.5, 1
461-2-0-0;5.8.5, 2
461-3-0-0;5.8.5, 3
461-3-a-0;5.8.5, 3, a
461-3-b-0;5.8.5, 3, b
461-4-0-0;5.8.5, 4
461-5-0-0;5.8.5, 5
462-1-0-0;5.8.6, 1
462-2-0-0;5.8.6, 2
462-3-0-0;5.8.6, 3
462-4-0-0;5.8.6, 4
463-1-0-0;5.8.7, 1
463-2-0-0;5.8.7, 2
463-3-0-0;5.8.7, 3
463-4-0-0;5.8.7, 4
463-5-0-0;5.8.7, 5
463-6-0-0;5.8.7, 6
464-1-0-0;5.8.8, 1
464-2-0-0;5.8.8, 2
464a-1-0-0;5.8.9, 1
464a-2-0-0;5.8.9, 2
464a-2-a-0;5.8.9, 2, a
464a-2-b-0;5.8.9, 2, b
464a-2-c-0;5.8.9, 2, c
465-1-0-0;5.8.10, 1
465-2-0-0;5.8.10, 2
465-3-0-0;5.8.10, 3
465-4-0-0;5.8.10, 4
465-5-0-0;5.8.10, 5
466-1-0-0;5.8.11, 1
466-2-0-0;5.8.11, 2
466-3-0-0;5.8.11, 3
467-1-0-0;5.8.12, 1
467-2-0-0;5.8.12, 2
467-2-a-0;5.8.12, 2, a
467-2-b-0;vervallen (mvt)
467-2-c-0;5.8.12, 2, b
467-3-0-0;5.8.12, 3
468-1-0-0;5.8.13, 1
468-2-0-0;5.8.13, 2
468-3-0-0;5.8.13, 3
468-4-0-0;5.8.13, 4
468-5-0-0;5.8.13, 5
469-1-0-0;5.8.14, 1
469-2-0-0;5.8.14, 2
469-3-0-0;5.8.14, 3
469-4-0-0;5.8.14, 4
469-5-0-0;5.8.14, 5
469-6-0-0;vervallen
470-0-0-0;42132
471-1-0-0;5.8.16, 1
471-2-0-0;5.8.16, 2
471-3-0-0;5.8.16, 3
472-1-0-0;5.8.17, 1
472-2-0-0;5.8.17, 2
472-2-a-0;5.8.17, 2, a
472-2-b-0;5.8.17, 2, b
472-2-c-0;5.8.17, 2, c
472-2-d-0;5.8.17, 2, d
472-3-0-0;5.8.17, 3
473-1-0-0;5.8.18, 1
473-2-0-0;5.8.18, 2
473-3-0-0;5.8.18, 3
473-4-0-0;5.8.10, 6
474-0-0-0;43593
475-0-0-0;43959
476-1-0-0;5.8.21, 1
476-2-0-0;5.8.21, 2
476-3-0-0;5.8.21, 3
476-4-0-0;5.8.21, 4
476-5-0-0;5.8.21, 5
477-1-0-0;5.8.22, 1
477-2-0-0;5.8.22, 2
478-1-0-0;5.8.23, 1
478-2-0-0;5.8.23, 2
478-3-0-0;5.8.23, 3
479-1-0-0;5.8.24, 1
479-2-0-0;5.8.24, 1
481-1-0-0;5.8.25, 1
481-2-0-0;5.8.25, 2 en 3
482a-1-0-0;5.8.27, 1
482a-1-a-0;5.8.27, 1, a
482a-1-b-0;5.8.27, 1, b
482a-1-c-0;5.8.27, 1, c
482a-1-d-0;5.8.27, 1, d
482a-2-0-0;5.8.27, 2
482a-3-0-0;5.8.27, 3
482a-3-a-0;5.8.27, 3, a
482a-3-b-0;5.8.27, 3, b
482a-4-0-0;5.8.27, 4
482a-5-0-0;5.8.27, 5
482b-1-0-0;5.8.28, 1
482b-2-0-0;5.8.28, 2
482b-3-0-0;5.8.28, 3
482b-3-a-0;5.8.28, 3, a
482b-3-b-0;5.8.28, 3, b
482b-3-c-0;5.8.28, 3, c
482b-3-d-0;5.8.28, 3, d
482b-4-0-0;5.8.28, 4
482b-5-0-0;5.8.28, 5
482b-6-0-0;5.8.28, 6
482c-1-0-0;5.8.29, 1
482c-2-0-0;5.8.29, 2
482c-2-a-0;5.8.29, 2, a
482c-2-b-0;5.8.29, 2, b
482c-3-0-0;5.8.29, 3
482c-4-0-0;5.8.29, 4
482c-5-0-0;5.8.29, 5
482c-6-0-0;5.8.29, 6
482c-7-0-0;5.8.29, 7
482d-1-0-0;5.8.30, 1
482d-2-0-0;5.8.30, 2
482d-3-0-0;5.8.30, 3
482e-1-0-0;5.8.31, 1
482e-2-0-0;5.8.31, 2
482e-2-a-0;5.8.31, 2, a
482e-2-b-0;5.8.31, 2, b
482e-3-0-0;5.8.31, 3
482e-4-0-0;5.8.31, 4
482e-5-0-0;5.8.31, 5
482f-1-0-0;5.8.32, 1
482f-1-a-0;5.8.32, 1, a
482f-1-b-0;5.8.32, 1, b
482f-2-0-0;5.8.32, 2
482f-3-0-0;6.6.6, 2
482g-1-0-0;5.8.33, 1
482g-2-0-0;5.8.33, 2
482g-3-0-0;5.8.33, 3
482g-4-0-0;5.8.33, 4
482g-5-0-0;6.6.6, 2
482h-1-0-0;5.8.34, 1
482h-2-0-0;5.8.34, 2
482h-3-0-0;algemene regeling 5.1.1
482i-1-0-0;5.8.35, 1
482i-1-a-0;5.8.35, 1, a
482i-1-b-0;5.8.35, 1, b
482i-1-c-0;5.8.35, 1, c
482i-2-0-0;5.8.35, 2
484-1-0-0;Gereseveerd B6T1.5
484-1-0-1;Gereseveerd B6T1.5
484-1-0-2;vervallen
484-1-0-3;Gereseveerd B6T1.5
484-1-0-4;Gereseveerd B6T1.5
484-1-0-5;Gereseveerd B6T1.5
484-1-0-6;Gereseveerd B6T1.5
484-2-0-0;Gereseveerd B6T1.5
485-0-0-0;Gereseveerd B6T1.5
486-0-0-0;6.1.2
487-1-0-0;6.1.3, 1, a, b, d, e, f
487-2-0-0;6.1.3, 1, c, en 2
487-3-0-0;50922
488-1-0-0;vervallen
488-2-0-0;6.1.4
488-3-0-0;48000
488a-0-0-0;**
488aa-1-0-0;6.1.7, 1
488aa-1-a-0;6.1.7, 1, d
488aa-1-b-0;6.1.7, 1, c
488aa-1-c-0;"algemene regeling 2.3.2, 2; 6.1.6"
488aa-1-d-0;6.1.7, 1, a
488aa-1-e-0;6.1.7, 1, b
488aa-2-0-0;6.1.16, 2, a
488aa-3-0-0;41061
488aa-3-a-0;6.1.12, a
488aa-3-b-0;6.1.12, c
488aa-3-c-0;6.1.12, b
488aa-3-d-0;6.1.12, d
488aa-4-0-0;6.1.20, 1
488aa-4-a-0;6.1.20, 1, a
488aa-4-b-0;6.1.20, 1, b
488aa-4-c-0;6.1.20, 1, b
488aa-5-0-0;6.1.20, 2
488ab-1-0-0;6.1.33, 1
488ab-2-0-0;6.1.33, 2
488ab-2-a-0;6.1.33, 2
488ab-2-b-0;6.1.33, 2
488ab-3-0-0;6.1.33, 2
488ac-0-0-0;6.1.6
488b-1-0-0;6.1.36, 1
488b-2-0-0;6.1.36, 2
488b-2-a-0;6.1.36, 1, a
488b-2-b-0;6.1.36, 1, b
488b-3-0-0;6.1.36, 3
488b-4-0-0;6.1.36, 2
489-1-0-0;6.1.5, 2
489-2-0-0;6.1.5, 1
489-3-0-0;40330
489a-1-0-0;"6.1.9, 1; 6.1.26"
489a-2-0-0;6.1.9, 2
489a-3-0-0;6.1.9, 3
489a-4-0-0;algemene regeling 2.1.10
490-1-0-0;6.1.30, 3
490-2-0-0;vervallen (mvt)
490-3-0-0;50192
491-1-0-0;6.1.5, 3, c
491-2-0-0;"6.1.5, 3, b; 6.1.16, 2, b"
491-3-0-0;vervallen (mvt)
491-4-0-0;vervallen (mvt)
491a-1-0-0;"6.1.16, 2, a; 6.1.40"
491a-2-0-0;6.1.16, 2, a
491a-3-0-0;"6.1.40; 6.1.43, 1"
491a-3-a-0;"6.1.40;6.1.43, 1, a"
491a-3-b-0;"6.1.40; 6.1.43, 1, b"
